966221933,1,1,(2+0j),(4+0j)
966221933,2,3,(12+4j),(12-5j)
966221933,1,4,(12+0j),0j
966221933,1,4,(3+0j),0j
966221933,2,2,(12.4+3.4j),(44+3.4j),-31.6
